1;32768;0;9690;3202;3;10;6468;23076;51744;184608;
1;51744;184608;9644;5121;3;10;7074;221174;56592;1769392;
1;56592;1769392;32768;17171;0;10;26942;1769392;53884;3538784;
1;53884;3538784;32768;1097;0;2;52095;3538784;52095;3538784;
1;52095;3538784;32768;17180;0;13;24845;3538784;49690;7077568;
1;49690;7077568;8556;0;13;14;12905;7114353;51620;14788;
1;51620;14788;30645;19428;2;8;17592;18345;35184;36690;
1;35184;36690;25131;12049;1;16;13978;44962;55912;179848;
1;55912;179848;32768;20360;0;2;21246;179848;42492;359696;
1;42492;359696;32768;20496;0;3;16084;359696;64336;1438784;
1;64336;1438784;32768;2811;0;2;58936;1438784;58936;1438784;
1;58936;1438784;31641;19954;1;5;21049;1440894;42098;63740;
1;42098;63740;21416;17116;7;9;5498;78442;43984;627536;
1;43984;627536;32768;16958;0;2;21408;627536;42816;1255072;
0;42816;1255072;0;16384;0;0;21436;1255072;42872;2510144;
0;42872;2510144;0;16384;1;0;21380;2531636;42760;5063272;
0;42760;5063272;0;16384;1;0;21380;5084652;42760;10169304;
0;42760;10169304;0;16384;1;0;21380;10190684;42760;65208;
0;42760;65208;0;16384;0;0;21380;65208;42760;130416;
1;42760;130416;32768;1620;0;3;40665;130416;40665;130416;
1;40665;130416;13137;1717;1;4;14145;154874;56580;619496;
1;56580;619496;32768;4500;0;4;48833;619496;48833;619496;
1;48833;619496;32768;4360;0;4;42361;619496;42361;619496;
1;42361;619496;32768;4224;0;4;36904;619496;36904;619496;
1;36904;619496;32768;4092;0;4;32356;619496;64712;1238992;
1;64712;1238992;32768;3965;0;4;57014;1238992;57014;1238992;
1;57014;1238992;32768;3842;0;4;50342;1238992;50342;1238992;
1;50342;1238992;32768;3722;0;4;44646;1238992;44646;1238992;
1;44646;1238992;32768;3606;0;4;39762;1238992;39762;1238992;
1;39762;1238992;32768;3494;0;4;35565;1238992;35565;1238992;
1;35565;1238992;32768;3385;0;4;31965;1238992;63930;2477984;
1;63930;2477984;32768;3280;0;4;57569;2477984;57569;2477984;
1;57569;2477984;32768;3178;0;4;52069;2477984;52069;2477984;
1;52069;2477984;32768;3079;0;4;47185;2477984;47185;2477984;
1;47185;2477984;32768;2983;0;4;42941;2477984;42941;2477984;
1;42941;2477984;32768;2890;0;4;39172;2477984;39172;2477984;
1;39172;2477984;32768;2800;0;4;35871;2477984;35871;2477984;
1;35871;2477984;32768;2713;0;4;32919;2477984;32919;2477984;
1;32919;2477984;32768;2671;0;4;30283;2477984;60566;4955968;
1;60566;4955968;32768;2630;0;4;55716;4955968;55716;4955968;
1;55716;4955968;32768;2589;0;4;51364;4955968;51364;4955968;
1;51364;4955968;32768;2549;0;4;47452;4955968;47452;4955968;
1;47452;4955968;32768;13750;0;4;27645;4955968;55290;9911936;
1;55290;9911936;13321;1612;1;4;19677;9944854;39354;32300;
1;39354;32300;32768;2510;0;4;36359;32300;36359;32300;
1;36359;32300;32768;2471;0;4;33649;32300;33649;32300;
1;33649;32300;32768;2433;0;4;31148;32300;62296;64600;
1;62296;64600;32768;2395;0;4;57789;64600;57789;64600;
1;57789;64600;32768;2358;0;4;53727;64600;53727;64600;
1;53727;64600;32768;2322;0;4;49953;64600;49953;64600;
1;49953;64600;32768;2286;0;4;46529;64600;46529;64600;
