0010010111011010;0000110010000010;0011;01010;000000101101000100100000;1100101000100000;
0010010110101100;0001010000000001;0011;01010;000110101111111110110000;1101110100010000;
1000000000000000;0100001100010011;0000;01010;001101011111111101100000;1101001001111100;
1000000000000000;0000010001001001;0000;00010;001101011111111101100000;1100101101111111;
1000000000000000;0100001100011100;0000;01101;011010111111111011000000;1100001000011010;
0010000101101100;0000000000000000;1101;01110;000000000011100111000100;1100100110100100;
0111011110110101;0100101111100100;0010;01000;000000001000111101010010;1000100101110000;
0110001000101011;0010111100010001;0001;10000;000000101011111010001000;1101101001101000;
1000000000000000;0100111110001000;0000;00010;000001010111110100010000;1010010111111100;
1000000000000000;0101000000010000;0000;00011;000101011111010001000000;1111101101010000;
1000000000000000;0000101011111011;0000;00010;000101011111010001000000;1110011000111000;
0111101110011001;0100110111110010;0001;00101;000000001111100011111100;1010010001110010;
0101001110101000;0100001011011100;0111;01001;000010011001001101010000;1010101111010000;
1000000000000000;0100001000111110;0000;00010;000100110010011010100000;1010011101000000;
1000000000000000;0000011001010100;0000;00011;001001100100110101000000;1010011101111000;
0011001101010001;0000011010110101;0001;00100;010011010100001001101000;1010011100001000;
1000000000000000;0001000110010100;0000;00100;100110110010101111011000;1010011100001000;
1000000000000000;0001000100001000;0000;00100;000000001111111010111000;1010011100001000;
1000000000000000;0001000010000000;0000;00100;000000011111110101110000;1010011100001000;
1000000000000000;0000111111111100;0000;00100;000000011111110101110000;1001111011011001;
1000000000000000;0000111101111101;0000;00100;000010010111001111101000;1101110100000100;
1000000000000000;0000111100000010;0000;00100;000010010111001111101000;1011111011000001;
1000000000000000;0000111010001010;0000;00100;000010010111001111101000;1010010101111001;
1000000000000000;0000111000010110;0000;00100;000010010111001111101000;1001000000101000;
1000000000000000;0000110110100110;0000;00100;000100101110011111010000;1111110011001000;
1000000000000000;0000110100111001;0000;00100;000100101110011111010000;1101111010110110;
1000000000000000;0000110011010000;0000;00100;000100101110011111010000;1100010010100110;
1000000000000000;0000110001101010;0000;00100;000100101110011111010000;1010111001100110;
1000000000000000;0000110000000111;0000;00100;000100101110011111010000;1001101101010010;
1000000000000000;0000101110100111;0000;00100;000100101110011111010000;1000101011101101;
1000000000000000;0000101101001010;0000;00100;001001011100111110100000;1111100110111010;
1000000000000000;0000101011110000;0000;00100;001001011100111110100000;1110000011100001;
1000000000000000;0000101010011001;0000;00100;001001011100111110100000;1100101101100101;
1000000000000000;0000101001101111;0000;00100;001001011100111110100000;1011100001010001;
1000000000000000;0000101001000110;0000;00100;001001011100111110100000;1010011110111101;
1000000000000000;0000101000011101;0000;00100;001001011100111110100000;1001100100000100;
1000000000000000;0000100111110101;0000;00100;001001011100111110100000;1000110000011111;
1000000000000000;0011010110110110;0000;00100;001001011100111110100000;1000000010010111;
0011010000001001;0000011001001100;0001;00100;010010111001111101000000;1110110010010110;
1000000000000000;0000100111001110;0000;00100;010010111001111101000000;1101100110100100;
1000000000000000;0000100110100111;0000;00100;010010111001111101000000;1100100010100100;
1000000000000000;0000100110000001;0000;00100;010010111001111101000000;1011100101011100;
1000000000000000;0000100101011011;0000;00100;100101110011111010000000;1101011111111010;
1000000000000000;0000100100110110;0000;00100;000000000111111000101100;1001100110111010;
1000000000000000;0000100100010010;0000;00100;000000000111111000101100;1000111000000111;
1000000000000000;0000100011101110;0000;00100;000000000111111000101100;1000001101110001;
1000000000000000;0000100011001011;0000;00100;000000001111110001011000;1111001101011000;
0000100010101000;0000000010011001;0001;00100;000000001111110001011000;1110000110111101;
1000000000000000;0011011001101000;0000;00100;000000001111110001011000;1101000111011111;
1000000000000000;0000101010000101;0000;00100;000000001111110001011000;1100001100100001;
1000000000000000;0000101001011011;0000;00100;000000001111110001011000;1011010111000001;
1000000000000000;0000101000110010;0000;00100;000000001111110001011000;1010100101010110;
1000000000000000;0000101000011110;0000;00100;000110011010011010010000;1010100101000000;
1000000000000000;0000101000001010;0000;00100;001100110100110100100000;1100001100101000;
1000000000000000;0000100111110110;0000;00100;001100110100110100100000;1011001100011101;
1000000000000000;0000100111100011;0000;00100;001100110100110100100000;1010010010111100;
0011010010110101;0000010111101010;0001;00100;001100110100110100100000;1001011111100000;
0011011100001111;0000010110111011;0001;00100;001100110100110100100000;1000110000001000;
1000000000000000;0000100111010000;0000;00100;001100110100110100100000;1000000100001100;
1000000000000000;0000100110111101;0000;00100;011001101001101001000000;1110111001011010;
1000000000000000;0000100110101010;0000;00100;011001101001101001000000;1101110000101101;
1000000000000000;0000100110010111;0000;00100;000000000011100001001010;1010000010111100;
1000000000000000;0000100110000100;0000;00100;000000100101000011101000;1111011110010000;
1000000000000000;0000100101110001;0000;00100;000000100101000011101000;1110010010110100;
1000000000000000;0011100101010110;0000;00100;000000100101000011101000;1101001110111100;
1000000000000000;0000100101011111;0000;00100;000000100101000011101000;1100010000000111;
1000000000000000;0000100101001101;0000;00100;000000100101000011101000;1011010101101111;
0000100100111011;0000000010000110;0001;00100;000000100101000011101000;1010011111110100;
1000000000000000;0000101000101000;0000;00100;000000100101000011101000;1001101111010111;
1000000000000000;0000101000010100;0000;00100;000001001010000111010000;1010110011110000;
1000000000000000;0000101000000000;0000;00100;000001001010000111010000;1010000001110110;
0011011110001100;0000010101100010;0001;00100;000001001010000111010000;1001010011011010;
1000000000000000;0011100111001111;0000;00100;010100101100001101100000;1001110110000000;
1000000000000000;0000100111101100;0000;00100;010100101100001101100000;1001000100110000;
1000000000000000;0000100111011001;0000;00100;010100101100001101100000;1000010111010000;
1000000000000000;0011100000000001;0000;00100;000000001000011011000000;1111011011000000;
0011011001000001;0000010011100110;0001;00100;000000100010010110010100;1100000100101110;
0000100111000110;0000000010000000;0001;00100;000001000100101100101000;1101010000011110;
1000000000000000;0100100111011100;0000;00100;000001000100101100101000;1100001111101100;
1000000000000000;0011100010001110;0000;00100;000001000100101100101000;1011010100000110;
0011011011001010;0000010010011010;0001;00100;000010001001011001010000;1100101110010100;
1000000000000000;0000101010110010;0000;00100;000100100001011110011110;1001110100001010;
1000000000000000;0011100100010011;0000;00100;000000001000101001110000;1011010111000000;
0001011101101010;0000001001111011;0001;00100;000000010001010011100000;1001101011010110;
0011101001001100;0000110010000100;0001;00100;000000100010100111000000;1010110110100000;
1000000000000000;0011110001111001;0000;00100;000001010001101010101010;1000011111011100;
0000101110111111;0000001110101100;0010;00100;000010100011010101010100;1111100101111010;
0000111000001101;0000000000000000;0011;00100;000010100011010101010100;1000101010001100;
1000000000000000;0011010010010110;0000;00100;010101010011011000011000;1011010101000000;
1000000000000000;0011110011000001;0000;00100;000000000011000111011100;1000000101101010;
1000000000000000;0101001111000011;0000;00100;000000000110001110111000;1000100101001100;
0001100010010100;0000000000000000;0011;00100;000011100000101011010000;1000100101000000;
0011011000100001;0010011100110101;0010;00100;000000000101000100000000;1111000000000000;
0011011110011100;0000000000000000;0011;00100;000000000101000100000000;1000110110000100;
0010110011010111;0000000000000000;0011;00100;000000001010001000000000;1001010100011010;
0010111101110000;0000000000000000;0011;00100;000000101000100000000000;1100111001000100;
0011000111110100;0000000000000000;0011;00100;000011001011101101001000;1001110111001000;
0101101010000000;0100001101001001;0001;00100;000000001011011001100000;1001001101010000;
0100101001110100;0000000000000000;0011;00100;000001000010011110111100;1111111100000100;
